2 4
0 51
-7.016268919620507 5.392241902227013 1.00001
-7.833779009445295 6.40210730730469 1.00001
-8.747466756896529 6.93108442425014 1.00001
-10.81528639586511 7.171528568316254 1.00001
-12.738839548394022 7.027262081876586 1.00001
-14.758570358549381 6.546373793744358 1.00001
-17.018745312770854 5.921219019172463 1.00001
-18.028610717848533 4.718998298841894 1.00001
-18.557587834793985 3.035889290379099 1.00001
-20.577318644949344 2.17029037174109 1.00001
-21.92380585171958 1.064247309036967 1.00001
-22.693227112731147 -1.0997499875580559 1.00001
-22.40469413985181 -3.071391968900188 1.00001
-20.577318644949344 -3.359924941779524 1.00001
-16.92256765514441 -3.1675696265266335 1.00001
-16.682123511078295 -4.321701518043979 1.00001
-15.527991619560947 -5.860544040067106 1.00001
-13.363994322965919 -4.0812573739778655 1.00001
-11.34426351281056 -3.263747284153079 1.00001
-9.180266216215534 -4.0812573739778655 1.00001
-6.487291802675056 -5.379655751934879 1.00001
-4 -6 1.00001
-1.9669418942321104 -4.417879175670424 1.00001
1.4954537803199328 -4.946856292615874 1.00001
3.803717563354628 -6.918498273958006 1.00001
7.650823868412454 -4.802589806176206 1.00001
10.007176480260373 -4.946856292615874 1.00001
11.64219665990995 -6.389521157012556 1.00001
13.950460442944644 -4.6102344909233155 1.00001
16.11445773953967 -3.408013770592747 1.00001
18.85552098189337 -2.301970707888624 1.00001
19.624942242904936 0.4871813632782943 1.00001
20.73098530560906 2.747356317499763 1.00001
22.55836080051153 4.28619883952289 1.00001
22.894982602204088 7.1234397395030316 1.00001
21.452317737807405 8.277571631020377 1.00001
19.432586927652046 8.758459919152605 1.00001
17.172411973430574 8.85463757677905 1.00001
15.825924766660334 8.3256604598336 1.00001
14.767970532769432 6.834906766623695 1.00001
12.940595037866965 4.863264785281563 1.00001
10.920864227711606 4.238110010709668 1.00001
8.42024512942402 4.190021181896444 1.00001
5.679181887070318 5.247975415787344 1.00001
4.573138824366193 8.518015775086491 1.00001
2.841940987090172 8.950815234405495 1.00001
0.8702990057480361 7.46006154119559 1.00001
0.43749954642903066 5.1517977581609 1.00001
-1.3898759484734367 4.670909470028672 1.00001
-3.6500509026949093 4.959442442908008 1.00001
-5.525515226410599 5.103708929347676 1.00001
1 20
-8.891733243336198 5.296064244600568 25.00001
-10.430575765359327 5.776952532732795 25.00001
-12.498395404327908 5.632686046293126 25.00001
-13.941060268724593 5.1517977581609 25.00001
-15.576080448374169 4.574731812402226 25.00001
-16.63403468226507 3.6610440649509948 25.00001
-17.1149229703973 2.17029037174109 25.00001
-18.7980319788601 1.3527802819163035 25.00001
-19.278920266992326 0.43909253446507157 25.00001
-18.99038729411299 -1.1959276451845013 25.00001
-17.49963360090308 -1.4844606180638378 25.00001
-14.758570358549381 -1.436371789250615 25.00001
-14.03723792635104 -2.301970707888624 25.00001
-12.209862431448572 -1.4844606180638378 25.00001
-10.190131621293213 -1.4844606180638378 25.00001
-8 -2 25.00001
-6.150670000982496 -1.3401941316241694 25.00001
-5.958314685729604 0.6314478497179625 25.00001
-6.487291802675056 2.266468029367535 25.00001
-7.59333486537918 4.334287668336113 25.00001
1 16
4.428872337926525 5.584597217479904 25.00001
3.707539905728183 7.363883883569145 25.00001
2.4091415277711663 6.786817937810472 25.00001
1.6397202667596011 4.911353614094786 25.00001
0.14896657354969375 3.420599920884881 25.00001
-1.7264977501659964 3.22824460563199 25.00001
-2.3035636959246704 1.593224425982417 25.00001
-1.9188530654188876 -0.5226840417993831 25.00001
-1.053254146780877 -1.3401941316241694 25.00001
0.38941071761580787 -2.0615265638225106 25.00001
1.8801644108257154 -2.638592509581183 25.00001
3.370918104035623 -2.542414851954738 25.00001
5.246382427751313 -1.772993590943174 25.00001
5.919626031136432 0.7757143361576307 25.00001
6.208159004015769 3.1320669480055447 25.00001
5.102115941311644 4.526642983589004 25.00001
1 18
10.968953056524828 2.843533975126208 25.00001
13.084861524306634 3.901488209017108 25.00001
15.200769992088437 5.440330731040236 25.00001
16.739612514111567 7.027262081876586 25.00001
18.903609810706595 7.363883883569145 25.00001
20.586718819169395 6.73872910899725 25.00001
21.644673053060295 5.825041361546018 25.00001
21.259962422554512 4.670909470028672 25.00001
19.624942242904936 3.420599920884881 25.00001
18.66316566664048 2.555001002246872 25.00001
18.374632693761143 1.4008691107295261 25.00001
17.605211432749577 0.5833590209047398 25.00001
17.316678459870243 -1.1478388163712785 25.00001
15.296947649714882 -1.8210824197563968 25.00001
12.700150893800851 -2.9752143112737426 25.00001
10.63233125483227 -2.9752143112737426 25.00001
9.430110534501699 -2.301970707888624 25.00001
9.814821165007482 0.8238031649708535 25.00001
