2 2
0 21
3.103996702254666 3.182853189967456 1.0001
2.17977621402298 3.0442201167327037 1.0001
1.4519525795405277 2.6976374336458218 1.0001
0.8743147743957241 2.0853413601923303 1.0001
1.1169226525565417 1.473045286738839 1.0001
1.7407714821129294 0.9878295304172044 1.0001
2.329962043360629 0.9185129937998281 1.0001
3.1502077266662503 0.8491964571824516 1.0001
3.6354234829878855 0.8376437010795557 1.0001
4.270825068647169 0.9416185060056201 1.0001
5 1 1.0001
5.483864459451257 0.8260909449766596 1.0001
6.396532191580047 0.8145381888737635 1.0001
6.881747947901681 1.2650956768867099 1.0001
7.182119606576979 2.1084468723981225 1.0001
7.2167778748856675 2.5127933359994845 1.0001
7.205225118782772 3.2406169704819368 1.0001
6.870195191798786 3.5409886291572343 1.0001
5.784236118126555 3.668068946289091 1.0001
4.952437678718037 3.6218579218775067 1.0001
3.854925848942911 3.4023555559224814 1.0001
1 23
3.7856093123255343 4.453656361286023 4.00001
3.600765214679197 4.2110484831252055 4.00001
3.5198959219589248 3.9799933610672844 4.00001
3.4159211170328603 3.6565161901861947 4.00001
3.3581573365183797 2.8593760190863664 4.00001
3.265735287695211 2.1662106529126026 4.00001
3.207971507180731 1.8773917503402011 4.00001
3.1964187510778346 1.5192563111504234 4.00001
3.2195242632836267 1.2073318963722297 4.00001
3.3234990682096917 0.548824798507154 4.00001
3.716292775708158 0.15603109100868792 4.00001
4.721382556660116 0.09826731049420762 4.00001
5.437653435039673 0.167583847111584 4.00001
5.853552654743931 0.45640274968398553 4.00001
6.073055020698956 1.1726736280635415 4.00001
6.177029825625021 2.212421677324187 4.00001
6.257899118345294 2.894034287395055 4.00001
6.361873923271358 3.529435873054338 4.00001
6.315662898859774 4.0724154098904535 4.00001
5.703366825406282 4.453656361286023 4.00001
5.218151069084647 4.58073667841788 4.00001
4.686724288351428 4.557631166212087 4.00001
4.293930580852962 4.557631166212087 4.00001
