2 2
0 17 
-0.5851213950224216 0.9088268178353633 1.00001
-1.0508896237639902 0.7225195263387356 1.00001
-1.194854349011384 0.383778996344867 1.00001
-1.254133941760311 0.12972359884946558 1.00001
-1.2456654285104645 -0.30217057689271687 1.00001
-1.084763676763377 -0.6832536731358191 1.00001
-0.5004362625239546 -0.8610924513826 1.00001
0.13470223121454816 -0.9288405573813738 1.00001
0.7020926189542772 -0.9119035308816803 1.00001
1.193266387445386 -0.7679388056342862 1.00001
1.5 -0.5 1.00001
1.6082235366878745 0.16359765184885244 1.00001
1.7098456956860348 0.5700862878414947 1.00001
1.5 1 1.00001
1.1847978741955394 1.1036026225818378 1.00001
0.5157853274576498 1.154413702080918 1.00001
-0.20403829877931995 1.095134109331991 1.00001
1 22
-0.6730990909907358 1.504491039312915 3.00001
-1.2348245363755954 1.8922927595136918 3.00001
-1.7559494792412917 1.555094267071182 3.00001
-2.1646749246261514 1.1054962771478358 3.00001
-2.420128327991689 0.6967708317629756 3.00001
-2.542745961607147 0.20630029730114335 3.00001
-2.614272914549497 -0.5907143211993341 3.00001
-2.2362018775685018 -1.1833662170073815 3.00001
-1.5004960758757544 -1.6534004791999708 3.00001
-0.7750084103176282 -1.9395082909693728 3.00001
0.6248762401255163 -2.0110352439117234 3.00001
1.4116727224913714 -1.9497264271039945 3.00001
2.1575966603187404 -1.6125279346614847 3.00001
2.5152314250304926 -1.234456897680489 3.00001
2.8013392367998944 -0.5498417766608481 3.00001
3.0670107763000534 0.482189972935924 3.00001
3 1 3.00001
2.7400304199921655 1.575530539340425 3.00001
2.372177519145792 1.8309839427059629 3.00001
1.45362535813184227 1.6166922569945282 3.00001
0.6767487846640023 0.4627091754475365 3.00001
-0.1621016035865536 0.5231824351484726 3.00001
