-13.2983,-1.04928,2.94298
-13.2983,0.920799,2.78924
-13.2983,0.406865,2.78924
-13.2983,0.0214139,2.78924
-13.2983,-0.321209,2.78924
-13.2983,-0.535348,2.78924
-13.2983,-0.70666,2.78924
-13.2983,-1.04928,2.78924
-13.2983,-1.60604,2.78924
-13.2983,-1.9915,2.76728
-13.2983,-2.50543,2.76728
-13.2983,-2.7624,2.72335
-13.2983,-2.89088,2.72335
-13.2983,-3.06219,2.70139
-13.2983,-3.36199,2.67943
-13.2983,-3.79027,2.61354
-13.2983,-4.34703,2.48176
-13.2983,-4.94662,2.41588
-13.2983,-5.28924,2.2841
-13.2983,-5.58904,2.13036
-13.2983,-5.67469,1.99859
-13.2983,-5.93166,1.71308
-13.2983,-6.23145,1.38364
-13.2983,-6.6169,1.03224
-13.2983,-6.6169,0.746725
-13.2983,-6.53125,0.3514
-13.2983,-6.53125,0.3514
-13.2983,-6.53125,0.219625
-13.2983,-6.53125,-0.0658875
-13.2983,-6.53125,-0.241588
-13.2983,-6.48842,-0.43925
-13.2983,-6.48842,-0.636913
-13.2983,-6.31711,-0.8785
-13.2983,-6.18863,-0.96635
-13.2983,-5.97449,-1.12009
-13.2983,-5.71752,-1.33971
-13.2983,-5.50338,-1.49345
-13.2983,-5.20358,-1.73504
-13.2983,-4.77531,-1.9327
-13.2983,-4.21854,-2.17429
-13.2983,-3.61895,-2.34999
-13.2983,-3.06219,-2.48176
-13.2983,-2.4626,-2.56961
-13.2983,-2.16281,-2.72335
-13.2983,-1.30625,-2.89905
-13.2983,-0.278381,-2.89905
-13.2983,0.364037,-2.89905
-13.2983,0.663832,-2.85513
-13.2983,1.64887,-2.74531
-13.2983,2.11998,-2.4598
-13.2983,3.06219,-2.04251
-13.2983,3.70461,-1.9327
-13.2983,4.09006,-1.73504
-13.2983,4.56117,-1.60326
-13.2983,4.94662,-1.07616
-13.2983,5.0751,-0.658875
-13.2983,5.16076,-0.329438
-13.2983,5.41772,0.131775
-13.2983,5.41772,0.417288
-13.2983,5.16076,0.79065
-13.2983,4.77531,1.14205
-13.2983,4.43268,1.44953
-13.2983,4.0044,1.73504
-13.2983,3.91875,1.88878
-13.2983,3.36199,2.1084
-13.2983,3.06219,2.37195
-13.2983,2.59109,2.43784
-13.2983,2.29129,2.52569
-13.2983,1.39191,2.65746
-13.2983,0.835143,2.8112
-13.2983,0.364037,2.8112
-13.2983,-0.235553,2.85513
-13.2983,-1.04928,2.94298
-7.29834,-0.963627,3.05279
-7.29834,-1.64887,3.05279
-7.29834,-2.4626,3.03083
-7.29834,-2.89088,2.96494
-7.29834,-3.70461,2.85513
-7.29834,-4.0044,2.67943
-7.29834,-4.51834,2.43784
-7.29834,-4.81813,2.24018
-7.29834,-4.98945,2.08644
-7.29834,-5.20358,1.9327
-7.29834,-5.41772,1.80093
-7.29834,-5.63186,1.71308
-7.29834,-5.846,1.51541
-7.29834,-6.01731,1.20794
-7.29834,-5.93166,1.01028
-7.29834,-6.01731,0.461213
-7.29834,-6.10297,0.307475
-7.29834,-6.06014,-0.0658875
-7.29834,-6.23145,-0.658875
-7.29834,-6.23145,-0.856538
-7.29834,-5.97449,-1.07616
-7.29834,-5.76035,-1.27383
-7.29834,-5.46055,-1.44953
-7.29834,-4.98945,-1.64719
-7.29834,-3.61895,-2.02055
-7.29834,-3.44764,-2.06448
-7.29834,-2.84805,-2.24018
-7.29834,-2.59109,-2.2841
-7.29834,-1.73453,-2.32803
-7.29834,-1.30625,-2.4598
-7.29834,-0.70666,-2.48176
-7.29834,-0.0642418,-2.52569
-7.29834,0.578176,-2.54765
-7.29834,1.39191,-2.59158
-7.29834,2.29129,-2.48176
-7.29834,2.59109,-2.34999
-7.29834,2.93371,-2.24018
-7.29834,3.19068,-2.15233
-7.29834,3.79027,-1.99859
-7.29834,4.0044,-1.84485
-7.29834,4.17572,-1.69111
-7.29834,4.43268,-1.47149
-7.29834,4.51834,-1.18598
-7.29834,4.64682,-0.988313
-7.29834,4.64682,-0.834575
-7.29834,4.64682,-0.636913
-7.29834,4.64682,-0.417288
-7.29834,5.11793,0.043925
-7.29834,5.11793,0.26355
-7.29834,5.20358,0.549063
-7.29834,5.20358,0.724763
-7.29834,5.11793,1.03224
-7.29834,4.98945,1.12009
-7.29834,4.81813,1.27383
-7.29834,4.68965,1.44953
-7.29834,4.38986,1.66915
-7.29834,4.13289,1.86681
-7.29834,3.70461,2.15233
-7.29834,-0.963627,3.05279
